taxon	sequenceID	name	core_shift	variable_region_type	genus	nearest_upstream_orf	nearest_downstream_orf
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Acridotheres_javanicus_4251	Acridotheres_javanicus_4251	Acridotheres_javanicus_4251	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Colius_striatus_5249	Colius_striatus_5249	Colius_striatus_5249	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Erythrura_gouldiae_5263	Erythrura_gouldiae_5263	Erythrura_gouldiae_5263	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Ficedula_albicollis_5273	Ficedula_albicollis_5273	Ficedula_albicollis_5273	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Ficedula_albicollis_5274	Ficedula_albicollis_5274	Ficedula_albicollis_5274	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Geospiza_fortis_5288	Geospiza_fortis_5288	Geospiza_fortis_5288	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Hemignathus_virens_5300	Hemignathus_virens_5300	Hemignathus_virens_5300	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Hirundo_rustica_5305	Hirundo_rustica_5305	Hirundo_rustica_5305	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Junco_hyemalis_5308	Junco_hyemalis_5308	Junco_hyemalis_5308	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Lonchura_striata_domestica_5317	Lonchura_striata_domestica_5317	Lonchura_striata_domestica_5317	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Parotia_lawesii_5403	Parotia_lawesii_5403	Parotia_lawesii_5403	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Parus_major_5404	Parus_major_5404	Parus_major_5404	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Passer_domesticus_5407	Passer_domesticus_5407	Passer_domesticus_5407	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Phylloscopus_plumbeitarsus_5458	Phylloscopus_plumbeitarsus_5458	Phylloscopus_plumbeitarsus_5458	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Phylloscopus_trochiloides_viridanus_5461	Phylloscopus_trochiloides_viridanus_5461	Phylloscopus_trochiloides_viridanus_5461	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Pseudopodoces_humilis_5468	Pseudopodoces_humilis_5468	Pseudopodoces_humilis_5468	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Saxicola_maurus_5497	Saxicola_maurus_5497	Saxicola_maurus_5497	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Serinus_canaria_5500	Serinus_canaria_5500	Serinus_canaria_5500	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Serinus_canaria_5502	Serinus_canaria_5502	Serinus_canaria_5502	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Sporophila_hypoxantha_5517	Sporophila_hypoxantha_5517	Sporophila_hypoxantha_5517	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Sturnus_vulgaris_5521	Sturnus_vulgaris_5521	Sturnus_vulgaris_5521	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Tachycineta_bicolor_5522	Tachycineta_bicolor_5522	Tachycineta_bicolor_5522	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Taeniopygia_guttata_5526	Taeniopygia_guttata_5526	Taeniopygia_guttata_5526	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Zonotrichia_albicollis_5565	Zonotrichia_albicollis_5565	Zonotrichia_albicollis_5565	-	-	Avihepadnavirus	-	-
alignment/AL_EHBV-avi.17-passeriformes/member/fasta-digs-ehbv/Zosterops_lateralis_5567	Zosterops_lateralis_5567	Zosterops_lateralis_5567	-	-	Avihepadnavirus	-	-
